,X,Y,FireDiscoveryDateTime,InitialLatitude,InitialLongitude,POOCounty,IncidentSize,FireCause
112115,-117.941513539,44.764605886000005,2020/08/23 15:28:26+00,44.75683,-117.9383,Baker,0.6,Human
112143,-120.37141390200001,44.466065628000095,2016/09/03 23:35:59+00,44.46606,-120.3714,Wheeler,0.1,Human
112157,-117.16431354299999,45.5090360190001,2018/09/06 01:27:27+00,45.53306,-117.1958,Wallowa,2.5,Natural
112161,-119.08731358799999,43.943775714,2021/06/25 15:26:52+00,43.93932,-119.0855,Harney,0.1,Natural
112165,-121.39511398200001,44.001425497000106,2020/06/19 22:57:59+00,43.99781,-121.3982,Deschutes,0.1,Human
112166,-122.14201405,43.727905408000005,2014/08/11 21:52:00+00,,,Lane,4.0,Natural
112168,-120.87601385399999,43.7597055310001,2015/08/04 00:36:08+00,43.7584,-120.8775,Deschutes,0.1,Natural
112185,-121.77931400700001,43.8053554470001,2016/06/26 18:11:00+00,43.79667,-121.7742,Deschutes,1.12,Human
112193,-121.219713945,43.9519255110001,2022/05/04 03:04:59+00,43.951409999999996,-121.2194,Deschutes,0.1,Human
112198,-118.55651368299999,44.94810584,2021/09/17 17:56:00+00,44.94823,-118.5567,Grant,0.1,Natural
112240,-124.209014344,43.6361052030001,2014/08/03 21:24:00+00,,,Douglas,,Human
112268,-121.89201405,43.94360544600001,2014/08/18 21:26:00+00,,,Lane,0.1,Natural
112270,-121.34841368299999,42.3279053850001,2021/08/05 20:06:00+00,42.35399,-121.3974,Klamath,84.0,Natural
112281,-121.52731421899999,45.120405557,2022/06/04 18:55:00+00,45.1204,-121.5273,Wasco,0.1,Human
112283,-120.851013783,43.3871755070001,2016/06/24 21:43:00+00,43.39219,-120.8044,Lake,0.1,Natural
112289,-122.36001386,42.441205301,2014/07/18 01:11:00+00,42.4072,-122.3911,Jackson,0.1,Human
112305,-119.509713876,45.08372575600001,2020/08/19 06:08:51+00,45.08497,-119.5098,Morrow,0.1,Natural
112307,-121.874446381,42.648577598,2020/08/02 18:13:00+00,42.63922,-121.7889,Klamath,0.1,Human
112311,-121.98881391399999,43.098235380000105,2018/07/15 20:29:59+00,43.10263,-122.0125,Klamath,6.26,Natural
112338,-118.11681339,43.7878957930001,2016/10/14 23:55:00+00,43.787890000000004,-118.1168,Malheur,51.9,Human
112343,-123.698314009,42.1322051590001,2016/09/22 00:30:00+00,42.19453,-123.8192,Josephine,1.5,Natural
112352,-122.20011388200001,42.721815335,2022/08/02 15:10:54+00,42.722409999999996,-122.19200000000001,Klamath,0.1,Natural
112358,-117.99581354600001,44.750195878999996,2019/08/08 04:48:02+00,44.76137,-117.9769,Baker,3.0,Natural
112372,-122.452314052,43.475995362,2019/09/06 01:35:47+00,43.47683,-122.458,Lane,0.1,Natural
112381,-122.099814061,43.825785418000095,2022/08/09 17:31:56+00,43.82578,-122.0998,Lane,0.1,Natural
112386,-121.122813809,43.286495474,2016/08/06 02:19:59+00,43.37811,-121.1035,Lake,0.1,Natural
112392,-123.85279216299999,44.020283060000104,2020/08/30 21:27:00+00,,,Lane,307.0,Human
112398,-121.234813951,43.97301551100001,2016/07/31 15:10:00+00,43.973009999999995,-121.2348,Deschutes,0.1,Human
112425,-117.231115521,45.3371069990001,2016/02/26 21:08:40+00,45.3349,-117.221901,Wallowa,0.1,Human
112443,-121.186813962,44.0758655230001,2022/07/03 15:42:00+00,44.07499,-121.1872,Deschutes,,Natural
112452,-116.861413432,45.232306027,2022/08/12 23:57:33+00,45.234320000000004,-116.8615,Wallowa,0.1,Natural
112454,-121.853014214,44.8345055070001,2015/07/09 20:44:06+00,44.8338,-121.866,Marion,0.1,Natural
112472,-121.411213994,44.053075498999995,2021/07/29 23:35:29+00,44.05878,-121.4125,Deschutes,0.5,Natural
112474,-120.96321393,44.099175546000005,2022/08/09 19:27:00+00,44.1851,-120.9957,Crook,0.1,Natural
112486,-118.152913716,45.475945919,2020/08/19 19:09:48+00,45.47748,-118.1528,Umatilla,0.1,Natural
112501,-119.264213702,44.396485731000006,2019/06/29 03:52:02+00,44.35707,-119.2433,Grant,0.1,Natural
112512,-117.29061325200001,43.8408458740001,2017/06/27 03:51:00+00,43.835390000000004,-117.2871,Malheur,8.96,Natural
112518,-120.59521354700001,42.2361044460001,2015/07/04 01:09:34+00,42.234299,-120.59470400000001,Lake,0.1,Natural
112534,-123.233014055,42.8143752450001,2019/03/14 15:16:00+00,42.81434,-123.2329,Douglas,0.1,Human
112550,-117.443313569,45.382145982000104,2022/08/30 18:14:30+00,45.38501,-117.43799999999999,Wallowa,1.0,Natural
112573,-118.952813651,44.416105762,2016/06/08 20:25:22+00,44.14989,-118.9087,Grant,0.25,Natural
112579,-121.914913805,42.524865348,2021/06/21 21:20:00+00,42.52485,-121.9249,Klamath,22.0,Undetermined
112580,-122.43451597399999,43.047006335,2015/06/27 04:12:59+00,43.049702,-122.44899699999999,Douglas,0.1,Natural
112588,-117.267313462,44.9999059690001,2022/07/13 18:44:42+00,45.00009,-117.2666,Baker,0.1,Natural
112712,-120.72191392,44.25552558,2021/06/22 03:01:59+00,44.2583,-120.6977,Crook,0.25,Natural
112721,-122.586214035,43.2637653350001,2018/06/27 01:07:47+00,43.2781,-122.4494,Douglas,0.5,Natural
112723,-120.63741358,42.3978554540001,2017/06/20 15:08:00+00,42.40392,-120.6388,Lake,0.1,Natural
112724,-119.35551384,45.035835768000005,2022/09/19 02:49:07+00,45.027356,-119.357009,Morrow,0.1,Natural
112754,-123.00171426700001,44.1841553530001,2020/07/07 23:35:59+00,44.1841,-123.0019,Lane,0.1,Human
112764,-122.714013853,42.0754052440001,2015/10/25 00:56:59+00,42.0733,-122.7083,Jackson,0.1,Human
112771,-117.985013722,45.6582159490001,2022/05/09 15:17:13+00,45.65821,-117.985,Union,0.1,Human
112826,-117.595013386,44.2819058810001,2014/07/23 19:51:59+00,,,Malheur,12458.0,Natural
112847,-119.311313696,44.3249957210001,2020/08/06 19:26:09+00,44.32382,-119.31,Grant,0.1,Natural
112885,-117.413114182,43.313104818999996,2015/06/29 04:31:59+00,43.311699,-117.4151,Malheur,5.0,Undetermined
112959,-120.676013954,44.475225599000105,2017/12/11 21:37:59+00,44.47522,-120.676,Crook,0.1,Human
112992,-121.204913836,43.362965472,2019/08/05 01:02:38+00,43.36296,-121.2049,Lake,0.1,Natural
113002,-120.507213915,44.417165612000105,2017/10/07 23:12:00+00,44.41407,-120.5011,Crook,0.1,Human
113011,-121.65751373799999,42.36820536,2018/08/15 14:33:10+00,42.3247,-121.6132,Klamath,0.1,Natural
113036,-119.203797612,43.945243346999995,2021/06/27 21:16:24+00,43.96822,-119.2652,Harney,0.37,Natural
113041,-121.02211361100001,42.204725405,2017/06/27 14:03:00+00,42.20171,-121.0276,Klamath,0.1,Natural
113074,-122.294813811,42.2084152910001,2022/08/05 20:21:00+00,42.20841,-122.2947,Jackson,0.1,Undetermined
113080,-121.783014127,44.442505489,2015/07/18 00:08:00+00,44.4424,-121.7827,Jefferson,0.1,Human
113081,-120.53011357700001,42.4805154700001,2019/09/06 17:06:43+00,42.46178,-120.6392,Lake,0.2,Natural
113082,-118.43201338899999,43.466435738,2020/08/28 18:52:00+00,43.63198,-118.4786,Harney,0.1,Natural
113087,-121.07991364899999,42.3785754130001,2017/08/23 03:03:00+00,42.40533,-121.0861,Klamath,0.1,Natural
113089,-121.408714082,44.523545531,2022/08/09 21:29:00+00,44.53157,-121.4011,Jefferson,0.1,Natural
113102,-121.95671422,44.781205493000094,2019/08/02 15:10:00+00,44.778240000000004,-121.9525,Marion,0.1,Human
113106,-122.223214127,44.078305422,2019/06/17 19:25:35+00,44.07828,-122.2102,Lane,0.5,Unknown
113112,-121.63201425,45.194805552,2014/07/15 17:13:59+00,,,Wasco,0.1,Natural
113117,-119.66211375200001,44.3051656860001,2018/10/14 23:19:00+00,44.30061,-119.6646,Crook,0.1,Human
113123,-120.965910897,43.914205533,2015/08/04 00:17:59+00,43.9142,-120.966202,Deschutes,0.1,Natural
113129,-120.63411384,43.899125563000005,2016/07/18 21:49:59+00,43.9027,-120.6029,Crook,0.1,Natural
113151,-121.356513928,43.739515483000005,2019/07/28 21:53:59+00,43.99842,-121.3304,Deschutes,170.0,Human
113157,-119.134013597,43.951905710000105,2014/07/14 01:53:00+00,,,Harney,0.3,Natural
113164,-119.06851364299999,44.263505738999996,2018/11/09 22:01:05+00,44.2635,-119.0685,Grant,0.1,Human
113166,-121.545713777,42.7055053940001,2021/08/01 20:15:00+00,42.72631,-121.5342,Klamath,2.3,Natural
113168,-121.43241398,43.96012549100001,2018/05/19 22:25:00+00,43.95753,-121.3536,Deschutes,0.1,Human
113196,-121.79693019700001,42.4148416880001,2020/05/05 18:06:00+00,42.41482,-121.7969,Klamath,0.1,Human
113202,-121.893014138,44.40791547600001,2020/08/09 00:47:12+00,44.41922,-121.8932,Linn,0.1,Human
113203,-116.908613569,45.875876072,2019/07/13 13:58:12+00,45.88903,-116.8777,Wallowa,2.0,Natural
113206,-120.827513653,42.6496754560001,2018/08/15 21:55:00+00,42.721509999999995,-120.6923,Lake,59061.0,Human
113243,-120.14111385,44.394275646000004,2016/06/27 15:14:00+00,44.39482,-120.1423,Crook,0.43,Human
113254,-121.389114031,44.2694055160001,2022/08/09 22:44:48+00,44.26967,-121.4218,Deschutes,0.1,Natural
113260,-122.624514143,43.827325368000096,2016/06/30 20:35:59+00,43.82732,-122.6246,Lane,0.2,Human
113269,-118.766413747,45.0872758300001,2019/08/09 18:58:09+00,45.0841,-118.7693,Umatilla,0.3,Natural
113274,-122.15011384200001,42.532405327,2019/08/09 22:10:28+00,42.522890000000004,-122.1618,Klamath,0.1,Natural
113279,-120.57581394600001,44.519575612,2019/08/02 01:20:19+00,44.51305,-120.5748,Crook,0.1,Natural
113286,-119.29911355,43.529595662000105,2016/07/20 01:31:00+00,43.44719,-119.4658,Harney,0.25,Undetermined
113314,-121.24011373200001,42.7284054240001,2020/07/28 00:46:11+00,42.73943,-121.2414,Klamath,9.9,Natural
113328,-118.176513453,44.07502281000011,2021/07/04 00:26:00+00,44.07696,-118.177,Malheur,3.4,Natural
113341,-118.360013431,43.7753057690001,2014/06/06 19:08:00+00,,,Harney,,Human
113346,-118.496013624,44.694805826999996,2014/07/23 18:06:00+00,,,Baker,0.1,Natural
113361,-122.367813965,43.052175342000105,2022/08/02 17:35:48+00,43.05166,-122.3707,Douglas,0.1,Natural
113370,-122.41101402299999,43.349105357,2014/07/31 02:48:00+00,,,Douglas,0.1,Natural
113378,-120.443513919,44.494505623000094,2019/07/01 23:47:35+00,44.4983,-120.4457,Crook,0.1,Natural
113394,-123.63671401200001,42.202285169,2021/06/25 07:55:00+00,42.20228,-123.6367,Josephine,0.1,Human
113399,-121.02711383299999,43.509175498999994,2021/08/06 18:13:33+00,43.50241,-121.036,Lake,0.1,Natural
113409,-117.892110316,43.594606798,2015/07/07 23:09:00+00,43.517799,-117.960999,Malheur,165.3,Natural
113432,-122.754513997,42.8996952960001,2022/08/16 15:40:40+00,42.81985,-122.9807,Douglas,0.1,Natural
113435,-121.47371425700001,45.351945576999995,2016/09/06 23:31:44+00,45.3506,-121.4716,Wasco,0.1,Human
113460,-119.90521392299999,44.978965710000104,2018/08/03 23:47:29+00,44.97688,-119.89917700000001,Wheeler,0.2,Unknown
113499,-122.12201401200001,43.533305397,2015/06/26 18:35:00+00,43.5519,-122.1316,Klamath,0.1,Natural
113510,-118.678613848,45.66659588,2022/10/28 19:17:00+00,45.66688,-118.6767,Umatilla,0.6,Human
113552,-121.67691426799999,45.24833555,2016/08/12 21:57:39+00,45.248329999999996,-121.6769,Wasco,0.1,Human
113561,-119.429613696,44.212345701000096,2020/03/22 02:29:59+00,44.216640000000005,-119.4348,Grant,0.1,Human
113573,-122.42351385399999,42.347615289000004,2017/09/07 17:48:27+00,42.34755,-122.4235,Jackson,0.1,Natural
113582,-121.610014086,44.3742055010001,2014/10/11 18:51:00+00,,,Deschutes,1.9,Human
113611,-122.00801374299999,42.0628353070001,2021/06/25 00:26:25+00,42.06069,-122.0215,Klamath,1.4,Natural
113629,-121.892314234,44.905225507000104,2020/09/07 00:48:00+00,44.90514,-121.8925,Clackamas,0.1,Human
113630,-121.116013989,44.2789055430001,2014/07/21 21:24:59+00,,,Deschutes,,
113640,-121.421414092,44.564805532,2019/08/10 17:18:46+00,44.560179999999995,-121.4213,Jefferson,0.1,Natural
113643,-120.414213995,44.909905655,2017/06/20 18:49:00+00,44.9009,-120.3497,Wheeler,15200.0,Human
113648,-118.749013476,43.645605723000095,2017/06/26 21:48:00+00,43.77963,-118.9297,Harney,229.12,Natural
113652,-119.81501357299999,43.1589055860001,2015/07/22 03:07:00+00,43.1596,-119.8149,Harney,0.1,Natural
113657,-120.67731393,44.345895590000104,2018/06/21 00:05:14+00,44.36908,-120.6675,Crook,0.1,Natural
113671,-117.66521366299999,45.65232598000011,2020/08/06 15:04:30+00,45.65032,-117.6668,Wallowa,0.1,Natural
113673,-121.18521407200001,44.6545555610001,2016/08/26 20:28:00+00,44.61436,-121.0983,Jefferson,150.0,Human
113685,-121.741014283,45.27140554500011,2014/09/10 20:03:59+00,,,Clackamas,0.1,Human
113690,-121.47501427899999,45.460005583999994,2014/08/28 00:10:00+00,,,Wasco,0.1,Human
113691,-119.916913814,44.4059456680001,2017/08/12 02:48:00+00,44.41179,-119.9078,Wheeler,0.1,Natural
113696,-121.26391377600001,42.960885438000005,2017/08/26 19:35:21+00,42.96165,-121.2621,Lake,0.1,Natural
113710,-122.97704702700001,42.875372273,2016/06/06 16:22:59+00,42.87675,-122.978222,Douglas,0.25,Human
113719,-120.726713624,42.5715354590001,2017/07/24 14:59:04+00,42.592079999999996,-120.7754,Lake,0.1,Natural
113727,-119.01021378600001,45.067925804,2022/08/22 18:36:50+00,45.07204,-119.0514,Umatilla,0.25,Natural
113742,-120.611013531,42.1188054350001,2015/10/16 16:33:52+00,42.1139,-120.6197,Lake,0.1,Human
113744,-121.86811416799999,44.5853954900001,2017/09/09 19:09:48+00,44.57143,-121.8718,Linn,0.65,Natural
113748,-121.866714211,44.8086255040001,2021/07/27 22:33:17+00,44.80867,-121.8672,Marion,0.5,Natural
113797,-121.728712823,42.8051043840001,2015/10/07 16:28:59+00,42.827599,-121.75,Klamath,8.1,Human
113811,-121.77001400399999,43.799005448000095,2015/09/20 22:01:00+00,43.7533,-121.7797,Deschutes,0.1,Human
113822,-121.342114081,44.5727055410001,2016/07/30 15:55:00+00,44.5749,-121.3399,Jefferson,21.0,Human
113823,-121.480213959,43.8015454760001,2016/10/10 23:36:05+00,43.797740000000005,-121.4756,Deschutes,0.1,Human
113827,-121.456714102,44.58430553000011,2022/08/09 21:06:55+00,44.5843,-121.4567,Jefferson,0.1,Natural
113860,-121.467814006,44.0683454950001,2019/08/30 22:29:53+00,44.131209999999996,-121.47399999999999,Deschutes,0.1,Natural
113866,-122.683614021,43.098295315,2022/08/09 15:35:00+00,43.098290000000006,-122.6836,Douglas,0.1,Human
113873,-121.785114138,44.4995854920001,2022/08/09 20:06:41+00,44.487559999999995,-121.7856,Jefferson,0.25,Natural
113881,-119.00721368299999,44.53532576600001,2021/06/24 22:39:42+00,44.53777,-119.0023,Grant,0.75,Natural
113898,-121.92801400299999,43.6524054230001,2014/08/18 21:48:00+00,,,Deschutes,0.1,Natural
113913,-122.702236072,42.2005608540001,2020/09/08 18:00:00+00,,,Jackson,150.0,Human
113964,-122.196214412,45.546975516,2016/07/23 23:27:31+00,45.54694,-122.1962,Multnomah,0.2,Human
113988,-121.516313703,42.2849153670001,2016/07/30 03:39:10+00,42.28474,-121.5168,Klamath,0.1,Undetermined
114004,-117.322913543,45.3666059920001,2019/07/14 04:43:20+00,45.3511,-117.3399,Wallowa,0.1,Natural
114012,-121.046413837,43.5105054970001,2020/06/16 18:58:00+00,43.50457,-121.0408,Lake,0.1,Human
114018,-121.22461368200001,42.4391354040001,2017/07/26 04:56:44+00,42.43443,-121.22200000000001,Klamath,0.1,Natural
114027,-121.499513936,43.657175464,2022/06/25 21:04:00+00,43.667320000000004,-121.5143,Deschutes,0.1,Human
114030,-120.77731370000001,42.976955483999994,2017/06/29 23:28:00+00,42.96942,-120.7906,Lake,1.0,Undetermined
114060,-123.33311394299999,42.057225187,2017/06/28 22:43:22+00,42.053670000000004,-123.3223,Josephine,0.1,Natural
114064,-121.882014211,44.7942055010001,2014/08/01 00:52:00+00,,,Marion,0.3,Natural
114075,-116.59861345,45.5701860790001,2017/07/15 18:13:24+00,45.576409999999996,-116.5888,Wallowa,0.1,Natural
114085,-123.299914014,42.51802522,2019/11/03 20:00:00+00,42.51802,-123.2999,Josephine,1.9,Human
114091,-121.50521405299999,44.2865355060001,2017/07/10 22:56:00+00,44.26965,-121.5021,Deschutes,0.14,Human
114094,-118.894013556,43.9539057330001,2015/06/09 22:27:00+00,44.0263,-118.9447,Harney,0.25,Natural
114110,-118.54681361,44.570785813,2017/07/28 23:04:42+00,44.57379,-118.54700000000001,Grant,0.1,Natural
114118,-123.759017059,42.3809061690001,2015/06/07 14:34:00+00,42.408297999999995,-123.755798,Josephine,12.1,Natural
114144,-123.40651394700001,42.0109451770001,2016/09/23 23:23:59+00,42.01124,-123.4094,Josephine,0.1,Human
114152,-119.385013655,44.0321756920001,2020/08/25 16:44:00+00,44.03217,-119.385,Grant,0.1,Natural
114155,-120.56131378,43.6340355520001,2018/07/16 14:36:59+00,43.58712,-119.9622,Deschutes,0.1,Natural
114169,-122.56531409600001,43.62289536,2021/07/28 00:24:26+00,43.62443,-122.5667,Lane,0.25,Natural
114178,-121.529114318,45.605955588,2021/07/17 21:15:42+00,45.6028,-121.5273,Hood River,3.0,Human
114185,-122.30541393,42.906625338000005,2022/08/29 18:25:00+00,42.894420000000004,-122.3044,Jackson,0.1,Undetermined
114210,-119.676013771,44.3900056900001,2015/06/22 02:59:44+00,44.3726,-119.6641,Wheeler,0.5,Natural
114213,-118.150713396,43.786935789,2021/06/22 21:13:00+00,43.79501,-118.1708,Malheur,4.0,Natural
114232,-121.775613992,43.7251154420001,2017/09/17 09:00:00+00,43.72353,-121.7826,Deschutes,0.1,Human
114233,-122.08701381600001,42.4352053260001,2015/08/19 19:34:00+00,42.4241,-122.0619,Klamath,,Human
114235,-121.526213754,42.586245387000105,2022/08/02 23:20:39+00,42.56633,-121.5146,Klamath,0.1,Natural
114262,-121.431813962,43.862295485000104,2017/09/02 19:16:18+00,43.82678,-121.4552,Deschutes,0.1,Human
114268,-121.953414002,43.626445419,2020/08/06 03:21:18+00,43.6267,-121.9647,Deschutes,0.1,Natural
114278,-120.72191392,44.25548558,2021/06/22 02:37:00+00,44.35472,-120.4946,Crook,0.52,Natural
114279,-121.206614247,45.517045615,2017/08/16 23:34:17+00,45.51704,-121.2066,Wasco,0.1,Human
114284,-118.084813529,44.577305858,2016/09/05 00:18:15+00,44.579209999999996,-118.0802,Baker,0.1,Natural
114287,-123.49521398,42.1335951770001,2020/04/29 19:30:00+00,42.137859999999996,-123.5014,Josephine,0.1,Human
114291,-121.643014111,44.474105505000104,2015/05/25 00:36:59+00,44.4739,-121.6434,Jefferson,0.1,Human
114312,-121.89701380700001,42.5547053510001,2015/06/19 02:39:59+00,42.5516,-121.8867,Klamath,0.1,Undetermined
114342,-117.541713409,44.456245900000106,2020/09/19 18:11:00+00,44.43935,-117.5179,Baker,2.0,Unknown
114367,-120.85291378299999,43.386235506000006,2019/08/10 02:47:00+00,43.37791,-120.844,Lake,0.1,Natural
114376,-120.82961367700001,42.790495465999996,2016/06/06 19:20:16+00,42.72211,-120.8103,Lake,0.1,Natural
114379,-123.72111404200001,42.313355168,2020/07/05 21:59:00+00,42.29733,-123.7326,Josephine,0.1,Human
114380,-117.10591338399999,44.747765965,2016/08/06 05:05:00+00,44.81451,-117.1528,Baker,1.6,Natural
114403,-120.27371384799999,44.2653256240001,2021/07/02 20:06:50+00,44.26532,-120.2737,Crook,0.1,Natural
114410,-124.236914145,42.4797251310001,2016/08/10 00:14:59+00,42.47526,-124.2239,Curry,0.25,Human
114412,-120.45201389700001,44.3715056140001,2014/08/15 22:11:00+00,,,Crook,0.1,Natural
114419,-118.58301364799999,44.737605822,2014/07/15 22:50:00+00,,,Grant,0.1,Natural
114460,-120.64211394799999,44.472515602,2017/09/30 16:31:59+00,44.47251,-120.6421,Crook,0.1,Human
114463,-121.08281374399999,42.946975454000004,2022/06/06 14:02:15+00,42.92603,-121.0923,Lake,0.1,Natural
114473,-118.131813633,45.0771858910001,2016/08/11 18:31:50+00,45.07712,-118.1318,Union,0.1,Human
114511,-121.753313761,42.416325355,2019/07/12 23:47:00+00,42.76848,-121.1043,Klamath,13.36,Human
114526,-122.534014375,45.1058054550001,2015/06/15 23:42:59+00,,,Clackamas,,
114534,-122.05231429700001,45.096015503000004,2017/09/01 16:06:31+00,45.095944,-122.05238899999999,Clackamas,0.1,Human
114546,-118.655113844,45.666245882000105,2021/03/01 21:51:00+00,45.66826,-118.6552,Umatilla,2.0,Human
114590,-117.063913464,45.206746005000106,2020/08/10 20:14:04+00,45.20824,-117.0598,Wallowa,0.1,Human
114631,-119.294213572,43.658715673000096,2021/05/28 20:09:00+00,43.635870000000004,-119.3067,Harney,0.1,Human
114634,-117.73981304200001,42.1002556870001,2022/07/22 14:25:00+00,42.11462,-117.743,Malheur,0.1,Human
114647,-119.640813844,44.807785724,2021/07/03 16:47:47+00,44.81008,-119.6722,Grant,0.1,Natural
114650,-119.374413815,44.89284575600001,2022/09/18 17:09:00+00,44.899190000000004,-119.3731,Grant,1.0,Natural
114656,-118.77331356799999,44.131795758000095,2016/06/07 19:28:00+00,44.131840000000004,-118.7734,Grant,241.0,Natural
114657,-122.66771389,42.343255266,2021/05/29 21:39:00+00,42.32853,-122.6692,Jackson,1.0,Human
114691,-122.659313914,42.491605277000104,2020/07/27 06:07:00+00,42.4916,-122.6593,Jackson,0.3,Natural
114694,-122.80091687299999,42.114206239000104,2015/10/05 23:47:00+00,42.115798999999996,-122.799797,Jackson,0.1,Undetermined
114729,-121.90201387299999,42.9423053780001,2014/08/19 18:17:59+00,,,Klamath,0.1,Natural
114777,-121.799213833,42.798195377000106,2021/09/25 16:20:00+00,42.79207,-121.8354,Klamath,0.1,Human
114786,-122.340414166,44.186205418,2017/06/26 02:37:23+00,44.20349,-122.3126,Lane,1.5,Natural
114796,-121.190013961,44.066965522,2020/11/02 23:42:00+00,44.0729,-121.1919,Deschutes,0.1,Human
114835,-119.145413706,44.5263657520001,2020/07/30 03:40:24+00,44.526540000000004,-119.1454,Grant,0.1,Natural
114845,-119.44114664799999,43.939555680000105,2019/05/12 22:53:35+00,43.93822,-119.4452,Harney,2.0,Unknown
114861,-121.067513744,42.9610054560001,2022/08/09 17:25:54+00,42.95643,-121.0653,Lake,0.1,Natural
114880,-121.489413716,42.3938353770001,2017/07/26 02:46:29+00,42.406940000000006,-121.4971,Klamath,0.1,Natural
114906,-121.733314284,45.279905547000105,2017/06/05 22:50:41+00,45.2675,-121.7408,Clackamas,0.1,Human
114910,-121.949813956,43.375665403,2020/08/06 20:14:34+00,43.392759999999996,-121.9311,Klamath,0.1,Natural
114930,-117.872713119,42.441585704,2020/05/17 18:17:00+00,42.4415,-117.8729,Malheur,0.46,Human
114968,-121.851014209,44.8131055060001,2015/08/06 02:08:23+00,44.8131,-121.8513,Marion,0.1,Human
114976,-121.374713961,43.904645493000004,2019/06/27 16:46:00+00,43.90432,-121.3688,Deschutes,0.1,Human
114985,-116.85771354100001,45.78222607,2017/08/13 19:39:30+00,45.79351,-116.8638,Wallowa,0.1,Natural
114997,-122.359913849,42.3779852970001,2017/07/28 02:19:00+00,42.37814,-122.3588,Jackson,0.1,Human
115008,-121.53981394899999,43.697965463000095,2019/05/03 21:43:00+00,43.6981,-121.5406,Deschutes,0.1,Human
115013,-121.843314235,44.949035515,2019/08/29 22:56:41+00,44.949529999999996,-121.8463,Clackamas,0.3,Natural
115019,-121.834014321,45.3844055430001,2014/08/30 18:23:00+00,,,Clackamas,0.1,Human
115026,-121.305513964,43.9841055050001,2022/09/07 15:11:00+00,43.98377,-121.3006,Deschutes,0.1,Human
115081,-121.868013785,42.4484053460001,2015/09/20 17:07:59+00,42.451,-121.8675,Klamath,0.1,Undetermined
115085,-118.64771383600001,45.634645881000004,2016/08/30 12:59:00+00,45.63906,-118.6522,Umatilla,0.1,Human
115087,-121.112213939,44.0149255260001,2018/06/20 23:36:34+00,44.01005,-121.0957,Deschutes,0.25,Natural
115088,-120.792513712,43.030775487,2021/08/21 21:17:59+00,43.04187,-120.7906,Lake,0.5,Human
115109,-118.242213569,44.638455846999996,2017/07/26 21:47:28+00,44.63971,-118.3028,Baker,1.0,Natural
115118,-118.734914783,45.2964038480001,2015/06/28 23:18:12+00,45.297199,-118.738197,Umatilla,0.1,Natural
115137,-117.623013725,45.99445601000011,2022/08/23 15:04:00+00,45.99445,-117.62299999999999,Wallowa,0.1,Natural
115139,-121.067613813,43.3561054840001,2021/07/25 22:04:00+00,43.36339,-121.0631,Lake,0.1,Human
115140,-121.88801408399999,44.1310054580001,2014/08/18 23:54:00+00,,,Lane,0.8,Natural
115141,-118.937215806,45.2347048230001,2015/10/25 19:59:43+00,45.212897999999996,-118.907402,Umatilla,0.2,Human
115144,-119.263513606,43.877525692000106,2019/08/12 21:20:59+00,43.86737,-119.2654,Harney,0.5,Natural
115169,-121.288014016,44.273945526000006,2019/09/06 01:30:00+00,44.272529999999996,-121.2865,Deschutes,0.1,Natural
115173,-118.93161368,44.589305777,2022/07/13 17:51:38+00,44.58804,-118.9286,Grant,0.25,Natural
115189,-121.518013937,43.6495354620001,2017/07/06 21:36:00+00,43.65028,-121.5119,Deschutes,0.1,Human
115202,-122.428114048,43.472655364,2017/09/07 19:13:53+00,43.47883,-122.4236,Lane,1.0,Natural
115206,-121.693930924,45.177311100000104,2021/05/23 23:58:59+00,45.17389,-121.6859,Wasco,0.1,Human
115210,-121.93951418399999,44.612665484,2018/05/29 02:29:00+00,44.612429999999996,-121.9379,Linn,0.1,Human
115218,-120.493813781,43.7026555630001,2022/08/10 05:00:00+00,43.70265,-120.4938,Deschutes,0.1,Natural
115248,-121.18541369799999,42.5765054180001,2017/08/23 19:30:24+00,42.57432,-121.1869,Klamath,0.1,Natural
115259,-121.84431438600001,45.689385560000105,2019/09/04 01:59:51+00,45.689370000000004,-121.8441,Hood River,0.1,Human
115278,-120.123013849,44.403605648000095,2015/10/15 16:05:59+00,44.4017,-120.1114,Crook,0.1,Undetermined
115307,-122.009014345,45.365475524,2020/08/01 15:59:59+00,45.36547,-122.009,Clackamas,0.1,Human
115314,-120.50181372,43.351045537000104,2018/07/23 17:23:00+00,43.347429999999996,-120.4724,Lake,0.1,Human
115357,-121.45281393,43.665885468999996,2020/07/01 21:07:00+00,43.66588,-121.4528,Deschutes,0.1,Human
115399,-121.629014258,45.2374055550001,2014/07/14 02:48:59+00,,,Wasco,0.1,Natural
115401,-119.62601367100001,43.8942056590001,2014/07/06 20:06:59+00,,,Harney,0.3,Human
115429,-122.29801399600001,43.2914053640001,2014/08/14 21:42:00+00,,,Douglas,0.1,Natural
115434,-121.51111396299999,43.7958854730001,2021/05/27 22:24:00+00,43.79783,-121.5157,Deschutes,0.1,Human
115464,-121.347013728,42.600705405,2014/07/02 14:58:00+00,,,Klamath,0.1,Natural
115471,-122.563347229,42.4705608410001,2021/06/21 08:32:00+00,,,Jackson,0.1,Human
115480,-121.37311370200001,42.4178553890001,2020/02/22 20:42:05+00,42.4203,-121.3794,Klamath,1.7,Human
115481,-120.84501357,42.126105415,2015/08/04 14:34:56+00,42.129,-120.8322,Lake,0.1,Natural
