,X,Y,FireDiscoveryDateTime,InitialLatitude,InitialLongitude,POOCounty,IncidentSize,FireCause
221970,-123.47091405100001,42.5864052090001,2021/04/19 15:10:00+00,42.5864,-123.4709,Josephine,0.2,Human
221972,-121.516413801,42.876535409,2016/06/06 02:20:34+00,42.870670000000004,-121.5144,Klamath,1.25,Natural
221985,-118.43321373799999,45.335045881000006,2019/09/19 18:48:00+00,45.32955,-118.4171,Union,0.1,Human
222000,-124.14441438799999,43.9223152260001,2016/07/03 18:14:00+00,43.922309999999996,-124.1444,Lane,0.1,Human
222004,-123.75291409299999,42.5889551830001,2020/08/25 21:27:59+00,42.59059,-123.7536,Josephine,0.1,Human
222008,-122.24391382,42.307335302000105,2017/06/25 23:10:58+00,42.33717,-122.2374,Klamath,0.1,Natural
222029,-120.567113854,44.0387655800001,2022/08/11 22:21:00+00,44.038759999999996,-120.5671,Crook,0.3,Natural
222051,-118.060013391,43.8461058030001,2014/07/23 20:02:00+00,,,Malheur,4832.0,Natural
222059,-119.335013709,44.370005721999995,2015/06/29 03:29:37+00,44.3701,-119.3351,Grant,0.1,Natural
222088,-121.267313988,44.1453655190001,2022/09/25 00:32:00+00,44.14938,-121.2661,Deschutes,0.1,Human
222118,-121.274713957,43.969655507,2018/04/20 20:57:00+00,43.96815,-121.2822,Deschutes,0.1,Human
222157,-118.976213635,44.3039657510001,2022/09/17 00:00:39+00,44.29873,-118.9803,Grant,1.0,Natural
222166,-124.273114191,42.720175143000105,2017/08/05 23:31:00+00,42.72017,-124.2731,Curry,0.1,Human
222169,-121.48731433200001,45.706175598000094,2019/07/05 06:30:59+00,45.682590000000005,-121.3006,Hood River,0.3,Human
222178,-121.46151394,43.7134354720001,2021/06/20 13:08:00+00,43.71331,-121.4657,Deschutes,0.1,Human
222201,-122.58191417,44.010465383000096,2017/08/11 01:53:33+00,44.01745,-122.5945,Lane,0.5,Natural
222210,-121.08961395600001,44.125135535,2018/08/17 02:19:00+00,44.12513,-121.0896,Deschutes,0.1,Natural
222228,-124.12251439100001,43.9592552300001,2022/08/30 19:27:00+00,43.95802,-124.1252,Lane,0.1,Human
222231,-118.55881383100001,45.687795894,2022/04/14 22:15:00+00,45.68779,-118.5588,Umatilla,0.1,Human
222234,-122.63461399299999,42.9788153120001,2018/07/16 00:28:47+00,42.978809999999996,-122.6346,Douglas,0.25,Natural
222247,-121.161913926,43.902665513,2020/08/10 21:43:59+00,43.90251,-121.1618,Deschutes,0.1,Human
222258,-122.64001398,42.900495305999996,2021/08/02 03:06:29+00,42.903079999999996,-122.6461,Douglas,0.1,Natural
222261,-121.986814007,43.622905416,2021/07/02 19:53:52+00,44.429559999999995,-121.7246,Deschutes,0.25,Natural
222280,-121.50531431700001,45.620015591000005,2022/10/16 20:42:00+00,45.62075,-121.5038,Hood River,8.03,Undetermined
222288,-121.763113869,43.044405398,2018/05/22 23:00:59+00,43.07618,-121.6986,Klamath,22.0,Natural
222289,-122.16101383799999,42.4978053230001,2014/07/24 15:36:59+00,,,Klamath,0.1,Natural
222292,-122.218014002,43.394905378000004,2015/08/04 00:19:29+00,43.397,-122.2187,Douglas,0.1,Natural
222336,-117.279013509,45.2304059860001,2014/09/09 20:13:59+00,,,Wallowa,0.1,Human
222337,-121.183513687,42.511425413000005,2018/05/24 20:46:28+00,42.507290000000005,-121.1827,Klamath,1.3,Natural
222339,-121.29701070200001,42.492906401,2015/07/08 03:10:00+00,42.492699,-121.300499,Klamath,0.1,Natural
222347,-121.885714175,44.6078654890001,2022/08/10 00:34:15+00,44.6125,-121.9379,Linn,1.5,Natural
222356,-121.730013825,42.816705385,2015/06/09 15:31:18+00,42.728,-121.6261,Klamath,0.1,Natural
222371,-122.041513759,42.126345308000104,2018/06/29 18:32:00+00,42.23952,-121.8571,Klamath,0.1,Human
222391,-122.671680842,42.0437882460001,2021/06/23 17:35:00+00,42.043783000000005,-122.671667,Jackson,0.3,Natural
222406,-121.839214021,43.828615443000004,2018/08/28 01:08:00+00,43.82861,-121.8392,Deschutes,0.1,Human
222428,-117.09971348,45.250376005000106,2020/06/03 18:17:40+00,45.250370000000004,-117.0997,Wallowa,0.1,Natural
222437,-121.39101386700001,43.368105455,2014/09/13 22:36:00+00,,,Klamath,1.5,
222438,-121.769114248,45.0713955300001,2016/07/10 18:07:08+00,45.07091,-121.7684,Clackamas,0.1,Human
222441,-119.02661371299999,44.6723957740001,2017/08/13 00:02:09+00,44.685390000000005,-119.0107,Grant,1.41,Natural
222445,-122.37861392200001,42.793105323000105,2017/07/26 15:42:06+00,42.7951,-122.3699,Jackson,2.1,Natural
222464,-123.33301441100001,44.6720053490001,2015/08/29 18:59:00+00,44.672,-123.3333,Benton,,Natural
222470,-119.029213607,44.106615731000005,2021/04/10 17:11:00+00,44.10991,-119.0299,Grant,32.0,Human
222478,-121.99451415799999,44.432415467000105,2020/07/28 00:59:59+00,44.44007,-121.9969,Linn,0.5,Natural
222479,-122.19821434,45.191885494000104,2017/09/05 01:53:30+00,45.19188,-122.1982,Clackamas,0.1,Human
222498,-122.891013871,42.0165052240001,2014/07/31 02:23:59+00,42.0204,-122.8839,Jackson,0.125,Natural
222530,-121.73291403799999,44.016115466,2019/08/18 16:21:59+00,44.01623,-121.7331,Deschutes,0.1,Human
222547,-123.160213985,42.46754523,2019/09/07 17:29:59+00,42.46767,-123.1598,Jackson,0.1,Natural
222555,-118.521913683,44.97608584500011,2022/08/20 22:19:12+00,44.982479999999995,-118.5231,Grant,0.1,Natural
222566,-122.252213822,42.3152453020001,2017/06/26 18:44:01+00,42.315459999999995,-122.2527,Klamath,0.1,Natural
222578,-121.118913981,44.237695540000104,2022/08/10 01:52:00+00,44.23661,-121.1163,Deschutes,0.1,Human
222580,-118.32501372899999,45.3875458950001,2018/07/16 14:42:01+00,45.38508,-118.31200000000001,Union,0.1,Unknown
222602,-119.057013705,44.604805766000005,2014/07/14 03:10:00+00,,,Grant,0.1,Natural
222604,-118.51641354200001,44.23899579,2020/08/05 01:25:00+00,44.23899,-118.5164,Grant,0.1,Human
222638,-122.54541415799999,43.9736053840001,2022/08/10 19:52:27+00,43.9736,-122.5454,Lane,0.5,Human
222639,-121.49391405600001,44.3112855090001,2016/05/31 17:42:00+00,44.307520000000004,-121.4907,Deschutes,0.25,Human
222643,-118.535313516,44.079185776,2019/11/08 01:21:00+00,44.07918,-118.5353,Grant,0.1,Human
222661,-117.66221358,45.23718594899999,2017/08/30 02:51:38+00,45.23944,-117.6644,Union,0.3,Natural
222695,-122.50151415200001,43.9816853890001,2020/08/29 19:46:02+00,43.98168,-122.5015,Lane,0.1,Human
222697,-121.08361386,43.6055855000001,2020/06/15 20:19:00+00,43.605579999999996,-121.0836,Lake,0.1,Human
222707,-122.55001411200001,43.720305368000005,2014/08/11 17:58:59+00,,,Lane,2.0,Natural
222741,-117.20701361100001,45.8081060370001,2014/07/14 15:14:59+00,,,Wallowa,0.1,Natural
222743,-123.26321402200001,42.596105229,2022/08/17 18:59:59+00,42.5961,-123.2631,Josephine,1.0,Natural
222768,-121.200013843,43.403905475,2014/10/31 17:16:00+00,,,Lake,,Human
222777,-120.816013916,44.152205564,2014/07/23 20:16:59+00,,,Crook,,Natural
222797,-121.400113715,42.473965391,2021/06/26 21:06:00+00,42.471140000000005,-121.3993,Klamath,37.5,Human
222814,-120.883793735,43.176906438000096,2021/07/01 03:27:00+00,43.1848,-120.889,Lake,0.1,Natural
222816,-123.19701397700001,42.385605221,2014/07/23 00:52:00+00,,,Jackson,,Natural
222817,-122.242213815,42.280265301,2017/09/07 01:12:59+00,42.28026,-122.2422,Klamath,0.25,Natural
222825,-118.74151363200001,44.507475789000104,2021/07/03 20:51:00+00,44.520340000000004,-118.7284,Grant,541.0,Natural
222831,-120.883313795,43.4218055060001,2019/07/27 00:49:59+00,43.43479,-120.9235,Lake,226.0,Natural
222847,-121.050713894,43.8257955190001,2019/07/01 21:11:59+00,43.82444,-121.057,Deschutes,0.1,Natural
222849,-122.13301412,44.1155054340001,2014/07/14 19:59:00+00,,,Lane,0.1,Natural
222881,-124.180014361,43.748605212,2014/07/06 20:31:00+00,,,Douglas,,Human
222883,-122.946614,42.744505268000104,2019/09/11 21:08:00+00,42.7445,-122.9466,Jackson,0.1,Natural
222892,-121.687013963,43.6448054460001,2014/08/01 01:15:59+00,,,Deschutes,0.2,Natural
222953,-122.11261429700001,45.0480054940001,2018/07/19 02:05:47+00,45.048,-122.11255600000001,Clackamas,0.1,Human
222969,-120.82901421700001,45.671805663,2015/06/18 22:45:31+00,45.6718,-120.8292,Sherman,100.0,Undetermined
223009,-122.070614278,44.985555493999996,2018/07/24 19:00:23+00,44.9832,-122.0826,Clackamas,0.1,Human
223028,-122.215814186,44.3944154430001,2016/07/28 15:29:00+00,44.39573,-122.21700000000001,Linn,0.2,Human
223056,-121.801813739,42.2347553370001,2018/07/10 20:44:00+00,42.2369,-121.8059,Klamath,30.0,Human
223062,-118.672713839,45.628265878,2019/06/13 23:59:10+00,45.62826,-118.6727,Umatilla,0.3,Unknown
223089,-121.71061426,45.1792355430001,2019/08/11 23:51:00+00,45.17923,-121.7106,Wasco,0.1,Human
223098,-117.91071356299999,44.918215900000106,2019/07/30 22:31:59+00,44.92689,-117.9047,Baker,19.0,Human
223099,-122.319114245,44.618885447,2020/06/20 17:45:00+00,44.618885,-122.3193,Linn,0.1,Human
223108,-121.513313952,43.736495468,2017/08/27 19:57:00+00,43.740120000000005,-121.5155,Deschutes,0.1,Human
223120,-119.326413571,43.621495667,2022/05/26 19:59:00+00,43.62149,-119.3264,Harney,0.1,Human
223130,-122.503640976,43.0541252510001,2020/08/25 22:56:00+00,43.054109999999994,-122.5036,Douglas,0.75,Natural
223136,-123.30431394799999,42.112935193000105,2017/06/26 23:13:21+00,42.11316,-123.305,Josephine,0.25,Natural
223137,-122.21911384299999,42.4710053160001,2022/08/08 14:45:26+00,42.470659999999995,-122.2192,Klamath,0.14,Natural
223139,-118.185213501,44.3290158290001,2016/07/12 20:37:17+00,44.34878,-118.1615,Baker,0.1,Natural
223166,-121.501013719,42.4012053760001,2014/08/25 19:27:00+00,,,Klamath,0.1,Natural
223167,-121.644014245,45.159405548000095,2015/09/23 22:09:55+00,45.1594,-121.6439,Wasco,0.1,Human
223176,-118.261513505,44.279385818,2021/08/06 23:41:30+00,44.28714,-118.2665,Baker,0.1,Natural
223178,-119.678613751,44.282725682,2017/08/15 18:49:49+00,44.28555,-119.6847,Crook,0.25,Natural
223221,-119.105513975,45.921075855,2020/07/31 20:06:59+00,45.91253,-119.1919,Umatilla,93.0,Human
223224,-121.67491382799999,42.8843053950001,2020/05/29 02:45:59+00,42.89963,-121.6719,Klamath,466.0,Natural
223246,-119.15201378,44.907565778999995,2017/07/25 18:27:47+00,44.9857,-119.0558,Grant,0.1,Human
223257,-118.02691353899999,44.686445871000004,2020/05/30 23:41:24+00,44.69358,-118.0216,Baker,0.1,Natural
223263,-124.210314346,43.6469752040001,2021/08/25 21:21:56+00,43.64792,-124.2071,Douglas,0.1,Human
223295,-122.06991399,43.458895397,2020/07/31 22:26:38+00,43.46133,-122.0693,Klamath,0.1,Natural
223329,-121.845714139,44.4559154830001,2019/08/07 00:54:26+00,44.45779,-121.84700000000001,Jefferson,0.1,Natural
223354,-123.442313995,42.272715190999996,2019/09/06 17:10:59+00,42.27271,-123.4423,Josephine,0.8,Human
223358,-120.62621389,44.181165584,2018/08/01 06:01:59+00,44.18566,-120.6299,Crook,9.0,Human
223360,-121.947013953,43.359105402000104,2014/09/22 00:37:59+00,,,Klamath,0.1,Natural
223377,-122.090514121,44.1585854400001,2017/06/28 19:22:51+00,44.16288,-122.0887,Lane,0.2,Natural
223380,-120.709913948,44.415785592000105,2018/05/13 18:27:00+00,44.43481,-120.7015,Crook,0.1,Human
223383,-120.498913539,42.2794854580001,2020/09/17 20:00:00+00,42.27325,-120.5028,Lake,0.1,Unknown
223386,-117.948313185,42.764955725,2017/09/09 01:05:59+00,42.76495,-117.9483,Malheur,1.0,Natural
223401,-117.272313576,45.577266013,2019/07/14 19:27:33+00,45.57483,-117.2709,Wallowa,0.35,Natural
223412,-119.23801382200001,45.0510057810001,2015/06/27 22:57:28+00,44.9942,-119.3113,Morrow,0.25,Natural
223421,-121.71109759299999,45.1798666540001,2020/08/16 20:03:59+00,45.1739,-121.686,Wasco,0.1,Human
223433,-118.679913647,44.644645805,2017/08/09 23:01:34+00,44.6447,-118.5725,Grant,0.1,Natural
223437,-121.42391399,44.0224354960001,2016/07/24 17:57:00+00,44.045559999999995,-121.3948,Deschutes,0.1,Human
223440,-118.819813334,42.746965645,2017/06/20 19:36:00+00,42.7469,-118.8197,Harney,0.1,Natural
223447,-118.04821361799999,45.07474589899999,2016/07/21 20:08:16+00,45.08419,-118.044,Union,0.1,Human
223455,-122.281914067,43.702855393,2021/09/06 10:21:59+00,43.70882,-122.2938,Lane,0.1,Human
223458,-121.691764259,45.18836665600001,2020/08/31 23:16:00+00,45.18866,-121.6893,Wasco,0.1,Human
223477,-118.710113854,45.6692058770001,2020/04/17 19:12:59+00,45.67122,-118.7102,Umatilla,1.0,Human
223500,-117.24001360700001,45.75810603000011,2014/08/16 22:22:59+00,,,Wallowa,0.3,Natural
223517,-118.956013759,44.975005803,2015/03/10 21:06:00+00,,,Grant,,
223521,-122.378813961,43.020335339,2018/07/15 18:57:34+00,43.0329,-122.3693,Douglas,0.1,Natural
223539,-122.03161396700001,43.361015394,2017/08/12 01:48:36+00,43.36101,-122.0316,Klamath,0.25,Natural
223562,-121.917214181,44.612415486,2017/07/18 15:19:59+00,44.61837,-121.9193,Linn,0.5,Natural
223577,-121.698013977,43.712305449,2015/09/12 18:30:59+00,43.7131,-121.6959,Deschutes,0.1,Human
223582,-117.35931361799999,45.70609601500011,2021/08/07 22:14:12+00,45.70499,-117.3588,Wallowa,1.0,Natural
223595,-118.8500135,43.685005716000006,2014/07/14 01:57:00+00,,,Harney,,Natural
223603,-118.783513587,44.229495764,2016/06/06 18:11:00+00,44.22913,-118.7834,Grant,0.1,Human
223605,-121.874014219,44.843105505,2014/07/13 22:31:59+00,,,Marion,0.1,Natural
223674,-121.130213986,44.250685540000106,2022/06/25 00:51:00+00,44.17392,-121.0936,Deschutes,0.1,Human
223688,-118.309013636,44.9294058630001,2014/08/10 20:32:00+00,,,Grant,17.0,Natural
223708,-117.901013319,43.6022057980001,2014/07/24 00:24:00+00,,,Malheur,6274.0,Natural
223719,-121.554213775,42.684665392000106,2018/11/19 21:24:00+00,42.68466,-121.5542,Klamath,0.1,Unknown
223734,-120.49701354700001,42.3330054620001,2014/08/06 23:39:00+00,,,Lake,0.5,Natural
223735,-119.67001188399999,44.9856057330001,2015/07/20 22:06:52+00,44.93,-119.255096,Wheeler,0.7,Human
223736,-121.106013981,44.244335541999995,2018/07/21 21:40:00+00,44.25703,-121.0941,Crook,1.0,Human
223737,-121.750014159,44.636405503999995,2014/07/13 23:54:00+00,,,Jefferson,615.0,Undetermined
223757,-123.45991397600001,42.145121848,2021/07/31 00:39:59+00,42.14893,-123.4533,Josephine,0.1,Natural
223768,-123.633514012,42.204675169,2020/04/18 02:12:00+00,42.20467,-123.6335,Josephine,3.2,Human
223771,-118.18101362600001,44.99289588,2019/09/10 15:56:04+00,44.99507,-118.1772,Baker,0.1,Natural
223789,-118.09461367200001,45.3091559120001,2019/06/22 22:36:43+00,45.31009,-118.0975,Union,3.0,Unknown
223814,-119.463113875,45.119825763000094,2020/07/07 17:21:08+00,45.1098,-119.4733,Morrow,0.1,Natural
223818,-121.92701388299999,42.976405378,2014/08/12 22:12:00+00,,,Klamath,0.1,Natural
223820,-122.072913951,43.2382453820001,2017/09/10 16:24:22+00,43.2311,-122.0702,Douglas,0.1,Natural
223829,-123.45861399799999,42.2765751900001,2019/09/05 07:30:00+00,42.27667,-123.4592,Josephine,0.1,Natural
223857,-118.937413639,44.36598576000011,2021/08/19 01:44:30+00,44.36598,-118.9374,Grant,0.1,Human
223862,-121.92621382,42.608045352,2019/11/25 18:52:00+00,42.60804,-121.9262,Klamath,0.1,Human
223881,-117.307013504,45.1790059790001,2014/09/07 21:16:00+00,,,Wallowa,0.1,Undetermined
223909,-121.868014174,44.616205492000105,2014/07/13 15:59:59+00,,,Linn,0.3,Natural
223948,-121.979014245,44.890105498000004,2014/07/18 21:53:59+00,,,Clackamas,0.1,Natural
223971,-122.22301429,44.9247054750001,2014/09/06 21:49:59+00,,,Clackamas,0.1,Human
223972,-121.46601402200001,44.153545501000096,2019/08/10 00:33:00+00,44.15354,-121.46600000000001,Deschutes,0.1,Natural
223973,-124.021314173,42.8277751730001,2021/07/28 11:35:59+00,42.82777,-124.0213,Coos,0.31,Undetermined
223989,-120.99781369,42.7048854440001,2020/08/06 23:32:11+00,42.79717,-121.0062,Klamath,17.0,Natural
223999,-122.22101410200001,43.945705413999995,2014/09/22 15:30:00+00,,,Lane,0.1,Natural
224000,-123.234714055,42.811955245,2019/03/14 15:17:00+00,42.812,-123.2344,Douglas,0.1,Human
224016,-122.316013824,42.2656052930001,2014/07/30 00:46:59+00,,,Jackson,0.1,Natural
224027,-117.730413489,44.703745901000005,2019/08/09 18:58:00+00,44.703829999999996,-117.7305,Baker,2.0,Human
224037,-119.98985892799999,44.932599698000004,2016/07/17 23:45:16+00,44.94924,-119.9716,Wheeler,0.25,Natural
224042,-120.71611357799999,42.3029254400001,2021/07/26 14:11:35+00,42.30387,-120.7334,Lake,0.5,Natural
224050,-119.73301388600001,44.941585724,2020/08/17 01:41:13+00,44.942240000000005,-119.7322,Wheeler,0.1,Natural
224062,-122.46241397,43.0012753290001,2018/08/16 20:12:00+00,43.0183,-122.4485,Douglas,0.1,Human
224063,-118.53751380799999,45.596335888999995,2016/07/30 20:45:59+00,45.217009999999995,-118.5704,Umatilla,688.0,Undetermined
224067,-121.283213975,44.0606055120001,2020/07/05 01:38:59+00,44.0606,-121.2832,Deschutes,0.1,Human
224088,-121.02851368,42.6208554350001,2021/06/23 21:54:00+00,42.564440000000005,-121.0258,Klamath,1.5,Natural
224131,-121.558014069,44.328905503,2015/05/29 21:24:59+00,44.3276,-121.5628,Deschutes,0.5,Human
224155,-122.72881413100001,43.6745153480001,2021/07/06 18:39:00+00,43.674667,-122.6475,Lane,0.1,Human
224179,-120.753013598,42.391705443,2014/07/30 03:39:00+00,,,Lake,,
224195,-121.80371426200001,45.118245529,2021/09/03 22:08:00+00,45.11824,-121.8037,Clackamas,0.1,Human
224207,-121.632713957,43.658035452,2020/08/17 17:27:20+00,43.6525,-121.6321,Deschutes,0.1,Natural
224245,-122.445814075,43.609115371,2020/08/22 17:17:47+00,43.60917,-122.4458,Lane,0.1,Human
224259,-121.128713616,42.1310153900001,2019/09/05 18:03:00+00,42.230920000000005,-121.1255,Klamath,93.0,Natural
224318,-119.10851181299999,45.119104798000095,2015/07/02 23:20:29+00,45.120998,-119.0961,Umatilla,0.25,Natural
224333,-121.456013965,43.8541954820001,2021/04/10 19:37:00+00,43.85419,-121.456,Deschutes,0.1,Human
224336,-121.60741425,45.210415555000104,2020/07/05 23:44:00+00,45.215270000000004,-121.6042,Wasco,0.1,Human
224365,-117.76931369799999,45.730295976,2019/06/26 22:15:45+00,45.7065,-117.6396,Wallowa,0.1,Natural
224372,-122.48511410200001,43.7205063740001,2016/01/25 17:13:00+00,43.720501,-122.485298,Lane,0.1,Human
224386,-120.79241374600001,43.2289655010001,2021/06/13 00:57:00+00,43.19917,-120.8291,Lake,1.67,Undetermined
224397,-122.606514137,43.8093353680001,2017/07/15 18:48:00+00,43.7622,-122.6168,Lane,0.25,Human
224404,-121.751714114,44.4030054890001,2020/05/13 19:02:59+00,44.40907,-121.7468,Jefferson,0.1,Human
224425,-123.25761398200001,42.359115214,2022/06/10 21:59:59+00,42.35911,-123.2576,Josephine,0.1,Undetermined
224448,-118.811010789,45.2585048380001,2015/10/15 22:44:00+00,45.269299,-118.8367,Umatilla,,Human
224459,-121.92401409799999,44.1713054570001,2015/07/01 20:10:59+00,44.1615,-121.9292,Lane,0.1,Human
224461,-120.656613945,44.4461155990001,2018/08/17 16:20:23+00,44.455059999999996,-120.6551,Crook,0.2,Natural
224466,-122.589514015,43.147055327,2021/08/03 20:59:08+00,43.14705,-122.5895,Douglas,0.1,Natural
224472,-121.670414129,44.5476355070001,2020/09/12 00:00:00+00,44.54763,-121.6711,Jefferson,0.1,Human
224487,-121.513513997,43.980825485,2019/08/08 21:01:00+00,43.98077,-121.5141,Deschutes,0.2,Human
224497,-122.361814113,43.886945397,2016/05/14 19:40:00+00,43.887159999999994,-122.3621,Lane,0.1,Human
224523,-121.423013984,43.9865554940001,2020/06/30 20:45:00+00,43.98655,-121.42299999999999,Deschutes,0.1,Human
224525,-118.48021359799999,44.5732558190001,2020/07/24 14:05:00+00,44.570890000000006,-118.5021,Grant,0.1,Human
224529,-122.129013989,43.4000053870001,2015/06/28 03:06:52+00,43.4,-122.12799999999999,Douglas,0.1,Natural
224554,-122.21851415299999,44.2213754320001,2021/07/27 13:28:15+00,44.217659999999995,-122.2157,Lane,0.1,Natural
224562,-121.820913911,43.234035405,2020/06/13 23:05:00+00,43.23298,-121.8141,Klamath,0.1,Human
224570,-119.86331379100001,44.3268056680001,2016/11/17 20:35:00+00,44.32676,-119.8638,Wheeler,0.2,Human
224592,-121.986614039,43.799485427,2017/07/27 02:03:43+00,43.799170000000004,-121.9889,Lane,0.1,Natural
224601,-122.27121384600001,42.440945309,2017/07/05 18:37:59+00,42.449940000000005,-122.2675,Klamath,0.1,Human
224625,-121.43591395700001,43.8300154820001,2018/07/10 17:47:11+00,43.82678,-121.4553,Deschutes,0.1,Human
224639,-120.813013776,43.37860551000011,2014/08/01 03:11:59+00,,,Lake,,
224644,-118.159213722,45.500515920000105,2022/08/22 16:23:07+00,45.502959999999995,-118.1611,Umatilla,0.1,Natural
224646,-123.44171397,42.1245551820001,2021/11/29 18:09:00+00,42.0958,-123.4046,Josephine,0.1,Human
224669,-121.26191395299999,43.9629055080001,2019/06/20 20:55:00+00,43.96291,-121.2622,Deschutes,0.1,Human
224690,-121.66691369899999,42.116445341,2020/04/17 22:09:00+00,42.11699,-121.6674,Klamath,0.1,Unknown
224692,-120.38311357799999,42.6336654950001,2019/08/29 02:26:00+00,42.63755,-120.3865,Lake,0.1,Natural
224719,-120.308013928,44.6602256480001,2017/06/28 23:49:26+00,44.51245,-119.0923,Wheeler,0.5,Natural
224726,-121.286213959,43.971835506000005,2021/04/02 04:52:00+00,43.98169,-121.3027,Deschutes,0.25,Human
224738,-121.223113679,42.4262854030001,2017/06/26 02:32:23+00,42.419909999999994,-121.2222,Klamath,4.6,Natural
224744,-122.35461384,42.3267052940001,2017/08/11 18:01:00+00,42.32911,-122.3544,Jackson,0.1,Natural
224798,-119.618013349,42.001905514,2014/07/23 15:42:00+00,,,Lake,,Natural
224800,-123.168714055,42.8705752550001,2021/08/03 03:46:59+00,42.872679999999995,-123.1666,Douglas,0.24,Natural
224816,-117.139113299,44.256735922000104,2017/09/25 01:09:00+00,44.258179999999996,-117.1349,Malheur,,Undetermined
224834,-121.86601381700001,42.6426053600001,2015/06/27 13:57:00+00,42.638999999999996,-121.8671,Klamath,1.0,Natural
224843,-118.558213825,45.660695892,2020/10/22 18:59:59+00,45.65854,-118.5583,Umatilla,0.1,Human
224849,-122.51001411,43.746885373999994,2020/08/01 23:31:00+00,43.74612,-122.5116,Lane,0.1,Human
224850,-119.85521369700001,43.827895632,2022/08/10 02:27:00+00,43.8219,-119.85700000000001,Crook,402.0,Natural
224874,-119.93501342299999,42.139405497,2014/08/11 02:29:00+00,,,Lake,,
224900,-122.61991410799999,43.638865356000096,2017/08/05 18:30:00+00,43.63848,-122.6215,Lane,0.1,Human
224913,-122.66251399299999,42.957475308,2021/04/08 18:22:00+00,42.96085,-122.6656,Douglas,0.1,Human
224925,-122.454913975,43.0361353320001,2017/08/09 00:46:53+00,43.01924,-122.4501,Douglas,0.25,Natural
224942,-122.38091382299999,42.2002052830001,2019/07/18 02:42:59+00,42.2002,-122.3809,Jackson,0.1,Human
224945,-121.73661428700001,45.2937055470001,2018/09/02 18:25:42+00,45.2937,-121.7366,Clackamas,0.1,Human
224952,-121.74741228,45.2521075430001,2015/08/07 16:46:33+00,45.252102,-121.747398,Clackamas,0.1,Human
224953,-119.027013529,43.6758056990001,2014/07/14 18:45:00+00,,,Harney,0.2,Natural
224990,-118.52901265700001,44.837007834000104,2015/09/23 22:23:11+00,44.841499,-118.525101,Grant,0.1,Undetermined
225007,-118.442013568,44.4453058130001,2015/07/09 02:02:41+00,44.4453,-118.4422,Grant,0.1,Natural
225018,-121.762314047,44.036335464,2016/08/26 00:26:00+00,44.03679,-121.7643,Deschutes,0.1,Human
225049,-122.165713952,43.1608553680001,2017/06/26 19:37:00+00,43.15345,-122.1692,Douglas,0.1,Human
225056,-121.16821396799999,44.121605527,2018/05/09 01:08:00+00,44.12216,-121.1691,Deschutes,0.1,Natural
225078,-122.62367704,43.2599803310001,2017/08/11 03:39:24+00,43.259975,-122.623663,Douglas,660.0,Natural
225106,-121.664813967,43.6873654510001,2022/06/01 19:43:00+00,43.68851,-121.6641,Deschutes,0.71,Human
225107,-117.236513121,43.13854582,2017/07/27 19:57:59+00,43.142990000000005,-117.2371,Malheur,1432.0,Natural
225113,-122.13311394899999,43.1696853710001,2022/09/15 22:05:59+00,43.16968,-122.1331,Douglas,0.1,Human
225116,-122.80761400899999,42.9182452920001,2021/08/02 20:40:36+00,42.918240000000004,-122.8076,Douglas,0.1,Natural
225136,-121.240813968,44.0610955160001,2017/07/26 20:06:59+00,44.058640000000004,-121.2726,Deschutes,0.1,Undetermined
225149,-121.63101427299999,45.309605559,2015/08/11 00:35:29+00,45.3096,-121.6309,Hood River,0.1,Natural
225179,-122.47901434,44.9734054530001,2015/07/26 21:59:59+00,44.9733,-122.4792,Clackamas,,Human
225190,-119.93691069799999,43.7562046190001,2015/06/27 03:21:59+00,43.7491,-119.925499,Crook,158.0,Natural
225193,-121.909013905,43.1196053890001,2014/07/30 20:28:00+00,,,Klamath,0.1,Natural
225215,-121.69031425600001,45.176505545000104,2018/06/16 19:03:34+00,45.173840000000006,-121.686,Wasco,0.1,Human
225220,-121.85361379,42.494615351,2022/08/29 21:10:00+00,42.511990000000004,-121.8805,Klamath,4.1,Undetermined
225241,-120.35031352799999,42.361295477000105,2018/07/16 01:08:38+00,42.3607,-120.346,Lake,0.1,Natural
225242,-122.012813905,43.0257053730001,2018/07/15 21:35:00+00,43.04448,-122.0322,Klamath,0.1,Natural
225263,-122.423313951,42.9233353280001,2022/10/18 13:49:00+00,42.92197,-122.428,Jackson,0.1,Human
225282,-121.746914337,45.52772556000011,2021/09/13 19:33:14+00,45.4268,-121.7944,Hood River,0.1,Human
225295,-122.05401409299999,44.0364054360001,2015/06/27 01:57:02+00,44.0306,-122.0499,Lane,,Natural
225315,-121.037014041,44.62075557399999,2020/10/30 14:45:00+00,44.62075,-121.037,Jefferson,0.1,Human
225326,-120.864313952,44.29924556899999,2017/07/05 01:03:22+00,44.299240000000005,-120.8643,Crook,0.25,Human
225346,-123.84801417799999,43.002985200000104,2021/04/07 15:00:00+00,43.00298,-123.848,Coos,0.1,Undetermined
225352,-117.748713704,45.77791598100001,2017/06/06 22:50:13+00,45.73087,-117.7592,Union,2.0,Natural
225354,-122.85151401600001,42.924305288,2021/08/02 00:20:00+00,42.9243,-122.8515,Douglas,0.1,Natural
225355,-117.375713586,45.5345360000001,2020/08/23 21:54:58+00,45.51939,-117.3852,Wallowa,0.5,Human
225357,-122.40501385799999,42.388675293000105,2020/07/15 15:40:00+00,42.38867,-122.405,Jackson,0.1,Human
